wavelength_nm,LCP_inc_R_LCP,LCP_inc_R_RCP,LCP_inc_R_total,LCP_inc_T_LCP,LCP_inc_T_RCP,LCP_inc_T_total,RCP_inc_R_LCP,RCP_inc_R_RCP,RCP_inc_R_total,RCP_inc_T_LCP,RCP_inc_T_RCP,RCP_inc_T_total,CD_transmission,CD_reflection
637.0,0.14976165183349885,0.6099051407478159,0.7596667925813148,0.20546879880007124,0.09716395637114235,0.3026327551712136,0.6099051407478159,0.14976165183349885,0.7596667925813148,0.09716395637114235,0.20546879880007124,0.3026327551712136,0.0,0.0
640.0,0.1510372198718307,0.6077570501609892,0.75879427003282,0.20618721622242997,0.0973701374623991,0.30355735368482906,0.6077570501609892,0.1510372198718307,0.75879427003282,0.0973701374623991,0.20618721622242997,0.30355735368482906,0.0,0.0
643.0,0.15230580172976343,0.605609000921702,0.7579148026514655,0.2069055641931281,0.0975834313312959,0.304488995524424,0.605609000921702,0.15230580172976343,0.7579148026514655,0.0975834313312959,0.2069055641931281,0.304488995524424,0.0,0.0
646.0,0.15356737339471313,0.6034611822772188,0.757028555671932,0.20762371546905656,0.09780376779397665,0.3054274832630332,0.6034611822772188,0.15356737339471313,0.757028555671932,0.09780376779397665,0.20762371546905656,0.3054274832630332,0.0,0.0
649.0,0.15482191231806547,0.6013137782328202,0.7561356905508856,0.20834154607653046,0.0980310785264196,0.30637262460295006,0.6013137782328202,0.15482191231806547,0.7561356905508856,0.0980310785264196,0.20834154607653046,0.30637262460295006,0.0,0.0
652.0,0.15606939735965125,0.5991669677259214,0.7552363650855727,0.20905893522074478,0.09826529698172196,0.30732423220246674,0.5991669677259214,0.15606939735965125,0.7552363650855727,0.09826529698172196,0.20905893522074478,0.30732423220246674,0.0,0.0
655.0,0.15730980873518707,0.5970209247922833,0.7543307335274704,0.20977576519880828,0.09850635831124399,0.30828212351005224,0.5970209247922833,0.15730980873518707,0.7543307335274704,0.09850635831124399,0.20977576519880828,0.30828212351005224,0.0,0.0
658.0,0.15854312796649947,0.5948758187247585,0.753418946691258,0.2104919213161781,0.09875419928942177,0.30924612060559986,0.5948758187247585,0.15854312796649947,0.753418946691258,0.09875419928942177,0.2104919213161781,0.30924612060559986,0.0,0.0
661.0,0.15976933783435907,0.5927318142249571,0.7525011520593162,0.21120729180632122,0.09900875824206173,0.31021605004838293,0.5927318142249571,0.15976933783435907,0.7525011520593162,0.09900875824206173,0.21120729180632122,0.31021605004838293,0.0,0.0
664.0,0.16098842233376576,0.5905890715482285,0.7515774938819942,0.21192176775344598,0.09926997497794822,0.3111917427313942,0.5905890715482285,0.16098842233376576,0.7515774938819942,0.09926997497794822,0.21192176775344598,0.3111917427313942,0.0,0.0
667.0,0.16220036663153353,0.5884477466422962,0.7506481132738296,0.21263524301814468,0.09953779072359477,0.31217303374173944,0.5884477466422962,0.16220036663153353,0.7506481132738296,0.09953779072359477,0.21263524301814468,0.31217303374173944,0.0,0.0
670.0,0.1634051570260335,0.5863079912798993,0.7497131483059328,0.21334761416581197,0.09981214806099016,0.31315976222680214,0.5863079912798993,0.1634051570260335,0.7497131483059328,0.09981214806099016,0.21334761416581197,0.31315976222680214,0.0,0.0
673.0,0.1646027809089666,0.5841699531857427,0.7487727340947093,0.21405878039769385,0.10009299086818821,0.31415177126588206,0.5841699531857427,0.1646027809089666,0.7487727340947093,0.10009299086818821,0.21405878039769385,0.31415177126588206,0.0,0.0
676.0,0.16579322672903962,0.5820337761580601,0.7478270028870997,0.2147686434844498,0.10038026426260575,0.31514890774705556,0.5820337761580601,0.16579322672903962,0.7478270028870997,0.10038026426260575,0.2147686434844498,0.31514890774705556,0.0,0.0
679.0,0.16697648395743175,0.5798996001850691,0.7468760841425008,0.21547710770209638,0.10067391454689663,0.316151022248993,0.5798996001850691,0.16697648395743175,0.7468760841425008,0.10067391454689663,0.21547710770209638,0.316151022248993,0.0,0.0
682.0,0.1681525430549423,0.5777675615565772,0.7459201046115195,0.21618407977022716,0.10097388915727773,0.3171579689275049,0.5777675615565772,0.1681525430549423,0.7459201046115195,0.10097388915727773,0.21618407977022716,0.3171579689275049,0.0,0.0
685.0,0.16932139544072114,0.5756377929709972,0.7449591884117183,0.21688946879239593,0.10128013661419087,0.3181696054065868,0.5756377929709972,0.16932139544072114,0.7449591884117183,0.10128013661419087,0.21688946879239593,0.3181696054065868,0.0,0.0
688.0,0.1704830334624826,0.5735104236379998,0.7439934571004824,0.21759318619856066,0.10159260647518706,0.3191857926737477,0.5735104236379998,0.1704830334624826,0.7439934571004824,0.10159260647518706,0.21759318619856066,0.3191857926737477,0.0,0.0
691.0,0.1716374503681206,0.5713855793770234,0.743023029745144,0.2182951456894966,0.10191124928993073,0.3202063949794273,0.5713855793770234,0.1716374503681206,0.743023029745144,0.10191124928993073,0.2182951456894966,0.3202063949794273,0.0,0.0
694.0,0.17278464027863716,0.5692633827118573,0.7420480229904944,0.21899526318307994,0.10223601655722077,0.3212312797403007,0.5692633827118573,0.17278464027863716,0.7420480229904944,0.10223601655722077,0.21899526318307994,0.3212312797403007,0.0,0.0
697.0,0.17392459816230724,0.5671439529614879,0.7410685511237951,0.21969345676236357,0.10256686068393747,0.322260317446301,0.5671439529614879,0.17392459816230724,0.7410685511237951,0.10256686068393747,0.21969345676236357,0.322260317446301,0.0,0.0
700.0,0.1750573198100105,0.5650274063274008,0.7400847261374113,0.2203896466253549,0.10290373494582149,0.3232933815711764,0.5650274063274008,0.1750573198100105,0.7400847261374113,0.10290373494582149,0.2203896466253549,0.3232933815711764,0.0,0.0
703.0,0.17618280181165688,0.5629138559775069,0.7390966577891638,0.2210837550364269,0.10324659345000357,0.3243303484864305,0.5629138559775069,0.17618280181165688,0.7390966577891638,0.10324659345000357,0.2210837550364269,0.3243303484864305,0.0,0.0
706.0,0.17730104153364468,0.560803412126869,0.7381044536605137,0.2217757062792811,0.10359539109920102,0.32537109737848213,0.560803412126869,0.17730104153364468,0.7381044536605137,0.10359539109920102,0.2217757062792811,0.32537109737848213,0.0,0.0
709.0,0.17841203709729198,0.5586961821153745,0.7371082192126666,0.2224654266113985,0.10395008355750598,0.32641551016890447,0.5586961821153745,0.17841203709729198,0.7371082192126666,0.10395008355750598,0.2224654266113985,0.32641551016890447,0.0,0.0
712.0,0.17951578735818138,0.5565922704825095,0.7361080578406909,0.22315284421991022,0.10431062721769262,0.32746347143760285,0.5565922704825095,0.17951578735818138,0.7361080578406909,0.10431062721769262,0.22315284421991022,0.32746347143760285,0.0,0.0
715.0,0.18061229188636924,0.5544917790393749,0.7351040709257441,0.22383788917882566,0.1046769791699723,0.32851486834879795,0.5544917790393749,0.18061229188636924,0.7351040709257441,0.1046769791699723,0.22383788917882566,0.32851486834879795,0.0,0.0
718.0,0.1817015509474075,0.5523948069380725,0.73409635788548,0.22452049340756114,0.10504909717213402,0.32956959057969515,0.5523948069380725,0.1817015509474075,0.73409635788548,0.10504909717213402,0.22452049340756114,0.32956959057969515,0.0,0.0
721.0,0.18278356548413097,0.5503014507385904,0.7330850162227214,0.22520059063070838,0.105426939621004,0.3306275302517124,0.5503014507385904,0.18278356548413097,0.7330850162227214,0.105426939621004,0.22520059063070838,0.3306275302517124,0.0,0.0
724.0,0.18385833709917035,0.5482118044733053,0.7320701415724756,0.22587811633899496,0.10581046552516778,0.3316885818641627,0.5482118044733053,0.18385833709917035,0.7320701415724756,0.10581046552516778,0.22587811633899496,0.3316885818641627,0.0,0.0
727.0,0.18492586803814345,0.5461259597092132,0.7310518277473567,0.22655300775138237,0.10619963447889695,0.33275264223027934,0.5461259597092132,0.18492586803814345,0.7310518277473567,0.10619963447889695,0.22655300775138237,0.33275264223027934,0.0,0.0
